ins,tw,text,location1,location2
khangiie,khangiie,Pho! #pho #taiga @ Pho Hung Vuong 2 http://t.co/bosealen2w,144.99653114,-37.81009578
errrnah,errrnah,@2ndbestidiot @amehamehh I saw @benpobjie tweeting about it and I am going to speed home and mock everyone with you guys,144.99717169,-37.81007948
wanmdshah,wanmdshah,ajak coffee terus happy!! #adammommydaddy #melbournetrip2017 #shopfrontcoffee #collingwood @… https://t.co/VghIXLbfiq,144.98794,-37.80905
dqktr,dqktr,These #neons are puntastic! #art @ Bus Projects http://t.co/zRLeLGjx6M,144.98794911,-37.80825078
tim_cooke,tim_cooke,Readings wants 60 bucks for JWH's book on Ming,144.98787327,-37.80720595
garrett_mcnamara/,garrettbmcnamar,Argh! I cannot believe the lunch party of @WonderfulMamaAU ( @thankyou_AUS ) new nappies was… https://t.co/6IQJD0NWm3,144.9889629,-37.80799126
amandaliveshere/,amandaliveshere,"I just want to be home with Woolie, I am having withdrawels :(((",144.98929649,-37.80715282
khangiie,khangiie,Poor Brie..,144.99133629,-37.80905967
errrnah,errrnah,"Only god can judge me, McDonalds man",144.99169361,-37.80799748
westelmchadstone,MalkieFretz,#TGIF &amp; another night for #keytokill brought to you by @melbournefringe heygirlmelbourne @samplebrew… https://t.co/P2SjpUEEST,144.9892426,-37.8064384
westelmchadstone,MalkieFretz,One of the unrecognised #real stars of #keytokill #beatingheart #melbfringe sad it's over 📷… https://t.co/CkSXotsU5j,144.9892426,-37.8064384
ooomarrr,ooomarrr18,Drinking a Dirty Bastard by @foundersbrewing at @lebontonmelb — http://t.co/RXtYMhx6fQ,144.989,-37.8048
fatsobaker,fatsobaker,Getting there. Never stop learning ✌🏽 #painauchocolat #viennoiserie #croissant #laminateddough… https://t.co/513yfSWOZR,144.9900645,-37.80643149
fatsobaker,fatsobaker,"Lots of #croissant today, big day ahead. #viennoiserie #stdaviddairy #culturedbutter… https://t.co/VGCBPwIBQR",144.9900645,-37.80643149
fatsobaker,fatsobaker,"30% wholegrain stoneground purple wheat, 88% hydration. #purplewheat #wheat #sourdough #levain… https://t.co/Q3h9LfzyWw",144.9900645,-37.80643149
kazmic8,kazmic,"Taro layer crepe cake with coconut ice cream

#sointhedark #underarock #thaicuisine #outandabout… https://t.co/UEds5LV8hI",144.9922591,-37.80944403
jonaweinhofen,jonaweinhofen,@Laur_Vigs haha yay! And starbucks now has coconut milk as well,144.99262107,-37.80803342
itampp,itampp,ซาน่าเป็นผู้หญิงที่ฉลาดมาก ฉลาดทั้งการตอบคำถาม การวางตัว ยอมรับ ณ จุดนี้เลยจริงๆ,144.99343302,-37.80686695
emerentialie/,rencylie,Just posted a photo @ Au79 https://t.co/T2Nwpi9qFr,144.99598,-37.80883
emerentialie/,rencylie,My kind of happiness 👌🏻 @ Au79 https://t.co/pvvJSJchdp,144.99598,-37.80883
juliexjapan,juliexjapan,"Weekends in Melbourne = brunch with friends. This was in au79cafe, love the cafe interior, but… https://t.co/jyedjefQMj",144.99598,-37.80883
juliexjapan,juliexjapan,Happy Monday! I had a pretty awesome weekend of brunching and celebrating birthdays and more.… https://t.co/8lLGLL6Njn,144.99598,-37.80883
marcusthef/,MarcusTheF,My 2017 was as colourful as the pictures 🌚 Was still good though. @ Au79 https://t.co/EMJuamfN4H,144.99598,-37.80883
errrnah,errrnah,@theRyanSim am gonna make my own guy again or eat garbage but I am not paying almost $10 for these boxes of BS,144.99713158,-37.80845495
errrnah,errrnah,Oh deer. Guess who spent $400 at Wunderkrammmer http://t.co/4WS1R3LezU,144.99700288,-37.80831883
priscilla_/,pris_np,Last day... Last brunch... 😢 #threebagsfull #latteart #coffee #colazione #melbourne #abbotsford… http://t.co/oI7D4Gu2EA,144.99644756,-37.80764792
priscilla_/,pris_np,The wogs couldn't decide sooo we did two &amp; shared ✌️Veg #breakfast... #colazione #threebagsfull… http://t.co/DHidnniufd,144.99644756,-37.80764792
priscilla_/,pris_np,"Savoury &amp; now the sweet threebagsfullmelb ... This was AMAZING... French toast with stewed rhubarb,… http://t.co/I2YOLMQiIS",144.99644756,-37.80764792
priscilla_/,pris_np,Last day in Melbourne with this babe 💋😘 @ Three Bags Full Cafe http://t.co/yhnEyaTsic,144.99644756,-37.80764792
errrnah,errrnah,@amehamehh @2ndbestidiot is there a #problemofficer ? http://t.co/nPGs8pBEKS,144.99453431,-37.80619895
errrnah,errrnah,@2ndbestidiot @BrisbaneVinnie Kayla has some IRL anger to work through I think.,144.99392574,-37.80521455
errrnah,errrnah,Hey @Coffinsyrup69 you love dishing out favs have you been enjoying the new fun star?,144.99641924,-37.80649715
errrnah,errrnah,"@2ndbestidiot @swimming_baby ""I tried to do a cool trick"" moans tallulah holding a half crushed can and her head",144.99633161,-37.80613659
eelynnleongg#,eelynnleongg,☕ @ The Kitchen At Weylandts https://t.co/xqvEvsL7Nq,144.99734465,-37.80537243
mrgumbatron,mrgumbatron,"BTS watching her style &amp; work @jayneftea 💕.
.
Appreciate the simple pleasures in life. Weekend… https://t.co/iKKh7qyJfd",144.997406,-37.8053207
boyjupiter,BoyJupiter,The great moral dilemma of furniture shopping: Which of the shop assistants you've spoken to gets the sale? #awks https://t.co/piUcV0l50e,144.9973912,-37.80519291
boyjupiter,BoyJupiter,Drunk wedding-bus selfies ftw. 💑🍻✌ A collaborated with @camden_. @ Yarra Valley http://t.co/vlwqXp47k5,144.97660443,-37.8028449
emajudd,emajudd,One month ago today 💕 Happy one month wedding anniversary you two 🎩💍👰🏼 alijmarshall rkouwenberg… https://t.co/n8XGYQ7fi5,144.97660443,-37.8028449
angelayang_/,Angelayang,Bento w my hoe #foodporn #bento @ Ichi Ni Nana Izakaya https://t.co/6WIXsCQay3,144.9773407,-37.8037186
angelayang_/,Angelayang,Let's talk about how sashimi is the perfect comfort/date/recovery/celebration food 🍣👌🏼 #sashimi… https://t.co/WBptaSL4ZO,144.9773407,-37.8037186
halftimbered,halftimbered,@JamesM_Deg Les profiterolles ! http://t.co/bCBO8KDhQA,144.97710738,-37.80198089
errrnah,errrnah,"""Oi I don't fucking know algorithms I'm just the rain man"" Luke Smith 2014",144.97759558,-37.80138468
carmenholdermossie/,CarmenHolderAU,#Food #van #Fitzroy #Melbourne #Australia #carmenholderphotographer #carmenholderphotography… https://t.co/7NI6T5NRkp,144.9774589,-37.80134615
sleepslashresolution,therealajordan,Dinner out on a Thursday. @ The Labour In Vain http://t.co/redx1vYK3q,144.97793403,-37.80155919
kownie,_kownie,Cheap wine &amp; Punic transport 🍷🚊 http://t.co/V48CCRuweY,144.97794754,-37.80127647
irishedp,IrishEDP,Melbourne Vintage. #PerseveranceHotel #Melbourne #Fitzroy #Vagabond… https://t.co/MvYyGHLLFc,144.97816,-37.80146
georgebazeley,georgebazeley,This wind is wreaking havoc with my do... #hair #wind #melbourne,144.97917324,-37.8031782
cptwoodsy,cptwoodsy,Lunch brought to you by smithanddeli with their philly cheese sake sandwich called Rocky. That… https://t.co/JlJ8IGNdEI,144.97868,-37.80154
mike.v3.1,mikepickard,Nobody calls me chicken #salad @ Smith &amp; Deli https://t.co/Sjo2TGWahW,144.97868,-37.80154
cptwoodsy,cptwoodsy,Reminiscing on yesterday’s smithanddeli visit taking my friend graingr for the first time. He… https://t.co/Fy7rUocuOr,144.97868,-37.80154
cptwoodsy,cptwoodsy,"When you’re late to work so you treat yourself to a classic ham, tomato and cheese toastie and a… https://t.co/78cvOcEW2Y",144.97868,-37.80154
cptwoodsy,cptwoodsy,"When hunger calls. And you can’t say no! Hahah. Club sandwiches not seals sandwich, beef and… https://t.co/y83Q8DThdv",144.97868,-37.80154
mylktoast,mylktoast,"parmageddon 🖖🏾chik'n parma, napoli sauce, pesto, and mozzarella @ Smith &amp; Deli https://t.co/ZDgejRYrnZ",144.9786835,-37.8015404
mylktoast,mylktoast,a donut a day... 🍩 @ Smith &amp; Deli https://t.co/LIgczKSNjz,144.9786835,-37.8015404
rhiannonava,rhiannonava,"Last weekend at @OzKinkFestAu was a dream come true, I was blessed with the opportunity to walk… https://t.co/V5aQE0CoIB",144.9798999,-37.80212
darryl_rae,DarrylRae,Ten minutes of this basically... 😸 @ Fitzroy Town Hall https://t.co/vacUdAwmUD,144.9799042,-37.8021202
irishedp,IrishEDP,Drinking a Fixation IPA by @FixationBrewing @ The Napier Hotel — https://t.co/PB3CaFSsJ9,144.98,-37.8017
brotheramos,BrotherAmos,Nothing beats a family pint and a meal at the Napier Hotel...my local pub since birth. @ Napier… https://t.co/qmj3uRhjqO,144.98033492,-37.80166114
heredownunder,heredownunder,Smug on Wood St #fitzroy #melbourne #melbournestreetart @ Napier Hotel https://t.co/sBT26jGZQL,144.9803006,-37.80162835
m7thekop,m7thekop,Happy birthday to the big boy @ Little Creatures Dining Hall https://t.co/VDvMzHKQgT,144.97819486,-37.80095648
adam_stewart,adam_stewart,"Night cap (@ Fitzroy Social in Fitzroy, VIC w/ @jessnyc23) https://t.co/aj12O825Q5 https://t.co/ydKG2P8l8o",144.97818413,-37.80088924
y_a_g_a_/,YAGA_NEWS,"2日めOPENしております❗️.
.
Japanese Designers Collective Pop-Up Store.
『Hello My Name… Yourselfhttps://www.instagram.com/p/BYNCgOdAhaL/",144.97832,-37.80043
y_a_g_a_/,YAGA_NEWS,メルボルンで活動しているグラフィックデザイナーのmizさん。@MizMishmelb 🌹FANTASTIC PLANET ピアスを着用していただきました！❤️ 場所: Save Yourselfhttps://www.instagram.com/p/BYULUs2A-VF/,144.97832,-37.80043
y_a_g_a_/,YAGA_NEWS,「Hello Myname Is 」 hello_mynameis_jpn  POP-UP SHOP in Melboune!!… Yourselfhttps://www.instagram.com/p/BYUNh_UgN-U/,144.97832,-37.80043
y_a_g_a_/,YAGA_NEWS,"メルボルンでのpop-up shop、9/3まで延長です!!^ ^  #Repost hello_mynameis_jpn
・・・
Thanks for coming our… Yourselfhttps://www.instagram.com/p/BYXZgxMgg5C/",144.97832,-37.80043
y_a_g_a_/,YAGA_NEWS,🇦🇺Thank you so much Every one!! We had a very great time in Melbourne❣️BYE👋… Yourselfhttps://www.instagram.com/p/BYdMAGlAj4l/,144.97832,-37.80043
mrgumbatron,mrgumbatron,"'Good Food and Camaraderie' - One of my favourite places north of the city.
.
Mediterranean &amp; Italian… https://t.co/ihXmwXQs8v",144.97811557,-37.79969822
mrgumbatron,mrgumbatron,'Create your own style. Let it be unique for yourself and yet identifiable for others' @ Brunswick… https://t.co/9502DW8jOL,144.97811557,-37.79969822
ooomarrr,ooomarrr18,Drinking a Pale Ale by @PirateLifeBeer @ Fitzroy Chill Out Zone — http://t.co/pyGCwjDfrb,144.978,-37.7994
lordbadwolf,RustleXer,hipster brunswick #melbourne #hipster #art @ Brunswick Street http://t.co/o5ASfEbOzi,144.97811689,-37.79923886
theburgerguy/,theburgerguy12,CHICKEN: I told you I’d be back with a burger review. Starting the reviews off with a clucking… https://t.co/cpzibbKudH,144.9781099,-37.79915
akky_breaky,akky_breaky,@lydija_sango awww look at us twitter pals! Moss your cute head muffin hope you've been good!,144.9782783,-37.7989991
thom.nichols/,tjrnichols,"I'm at Naked In The Sky - @nakedforsatan in Melbourne, VIC, VIC w/ @sas398 @imy @holiday_olly @jamesjknight https://t.co/q2mABjlXsa",144.97823826,-37.79894738
monzeej/,monzeeJ,"Jamás los voy a olvidar, mis 3 mejores 💞 @ Naked for Satan https://t.co/tAZtKx9Lr3",144.9781952,-37.7988663
iryanbasu,talesbyryan,#rooftop #zomato #checkin #pub #food #skyline #photography #Melbourne… https://t.co/TEgUdctqLJ,144.9781952,-37.7988663
iryanbasu,talesbyryan,"This is how it looks from the rooftop of 
Naked for Satan 

Picture… https://t.co/X6xBgtdNjq",144.9781952,-37.7988663
bellarockafella,BellaRock,Last night in #Melbourne with  these guys! lewis8082 chrislaxton @… https://t.co/4UYroer2SM,144.9781952,-37.7988663
cristiandinho,Chris_0rellana,Sunday night bevs with the dam. #wine #brunswick 🍻 @ Naked for Satan https://t.co/kIfDRI97xT,144.9781952,-37.7988663
ameerjoshua,ameerjoshua,"""Hi.  We infused our own vodka.  We have more than 20 of them... would you like to try… https://t.co/50Kqn092qI",144.9781952,-37.7988663
travellog_planners/,TravellogP,The best #graffiti and #streetart I spotted at #fitzroy #victoria near #nakedforsatan and at… https://t.co/DB9KL9k6lo,144.9781952,-37.7988663
pablo_jativa,pablo_jativa,"#Melbourne #StreetArt #Gangster #Fitzroy #bestcityintheworld @ Fitzroy, Victoria http://t.co/8kUBJNV5Xy",144.979,-37.801
gemz1005,yemstar88,"#Melbourne #Fitzroy #Victoria #Vic #Australia love this city! @ Fitzroy, Victoria http://t.co/RGm8HRTsL3",144.979,-37.801
jasonawhittaker,thetowncrier,"The greatest bumper sticker I've ever seen. @ Fitzroy, Victoria http://t.co/hRCw5pewo0",144.979,-37.801
darryl_rae,DarrylRae,"Made a new buddy @ Fitzroy, Victoria http://t.co/2uxr02aGAN",144.979,-37.801
travellog_planners/,TravellogP,The best #graffiti and #streetart I spotted at #fitzroy #victoria near #nakedforsatan and at… https://t.co/eMlp9MgWsZ,144.979,-37.801
travellog_planners/,TravellogP,More additions to my collection of #graffitiart. A shop owner gave me interesting info. The… https://t.co/9rgOAkNoDf,144.979,-37.801
jameskelly123/,Kelly1995James,"☀️☀️☀️ @ Fitzroy, Victoria https://t.co/8KwvW7WX7X",144.979,-37.801
darbysavage,effingsavages,21st birthday has kicked my ass and stolen my lunch money. Thanks to all of you for making every… https://t.co/AWcDxdfZXC,144.979,-37.801
darbysavage,effingsavages,Juss watching a dude hula-hooping in the vacant lot beside my apartment. He’s a much better… https://t.co/iUweWyEd3z,144.979,-37.801
jameskelly123/,Kelly1995James,"TB to a time when there were way more drinks involved 🍸 @ Fitzroy, Victoria https://t.co/Sxo8JqM8CL",144.979,-37.801
owennhans/,owennhans,"#OWENNHANS smokin hot not talkin bout the weather @ Fitzroy, Victoria https://t.co/mwGhFnCDAd",144.979,-37.801
hdgriff1,huwgriffiths,"My favourite neighbourhood graffiti so far in Melbourne. @ Fitzroy, Victoria https://t.co/xsO8sx6jXI",144.979,-37.801
silenthamish/,SilentHamish,"‘This is my last cigarette I promise’ [Unknowsoldier]
my.last.cigarette gulfaudiocompany… https://t.co/2Bt4kEIRph",144.979,-37.801
miurin_0522,miumiu2181,"It’s a nice weather. 
At Fitzroy market:) @ Fitzroy, Victoria https://t.co/pD1JML1z5u",144.979,-37.801
phoebephillips,phoebephillips,Sunday brunching at one of my favorite spots in Melbourne bentwoodfitzroy. Anyone who can make… https://t.co/OY5HibK7UJ,144.98016,-37.80061
priscilla_/,pris_np,"Off the plane straight for some lunch at my fav spot on Brunswick St, perusing the shops &amp; an all… http://t.co/d3Qt7gsMTS",144.97841126,-37.79897903
caityfriend22,caityfriend22,It's 'magic' time.. @StaggerLeesCafe @stotty_13 http://t.co/3yTWZ4jZfX,144.97838082,-37.79888868
alvincheer,AlvinCheer,"Omg it's so bustling on #BrunswickStreet Fiztroy, think I'll go window shopping after my work meeting, a bit of a guilty pleasure mid-week!",144.97893677,-37.79905393
rhys1508,rhys1508,Thought this guy was sucking on a green whistle but it was really just like a green ecig,144.98316971,-37.80381432
photicsafari,photicsafari,@mmccwill Enjoyed your @TheFutureLab chat Michael. Look forward to hearing your suggestions on how to improve the conversation,144.9833262,-37.8036525
rachlitravels,RachLiTravels,When you crave #Mexican food and you only live 10mins away from one of the best Tostaderias in… https://t.co/IQRxqUmlpS,144.98372,-37.80333
blakkr/,KRZYWYLAS,"From Smith &amp; Daughters to Kent Street. Got my appointment times mixed up, but it's too nice to… https://t.co/rx3bhc96Jt",144.98338,-37.80317
darryl_rae,DarrylRae,"Panoraaaaamic Tram
(And squashed taxi) @ Woolworths, Smith Street, Collingwood http://t.co/Ag1nr9da7Z",144.98295605,-37.80210191
rubyeo,RubyEO,Best feeling in the world seeing my parents off that plane 😘😘,144.9834565,-37.8021321
blackhawk364,blackhawk364,"I'm at @Gelato_Messina in Melbourne, VIC, Victoria https://t.co/mXx8x85Tiy",144.98376936,-37.80185817
dqktr,dqktr,Couldn't help ourselves. #gelato #selfie @ Gelato Messina Fitzroy http://t.co/ioPQYgP6zI,144.9837696,-37.80185215
_junstagram,_VitaminJay,"What I feel about Instagram's latest update.. @ Collingwood, Victoria, Australia https://t.co/TzeamtLcxb",144.98371832,-37.80172604
tyrhannahsaurusrex_,tyrhannahsaurus,"Got spoilt with 27 cupcakes. Well, there was 27! #nomnom #cake #delicious #food #27 @… https://t.co/7EaZdzcwZI",144.98371832,-37.80172604
witchapedia,yvessaintlolita,⚔️TESTAMENT⚔️ alabamablonde official label launch ft. collaborator loser_art event 9•9•17… https://t.co/bNaU2kCeih,144.98371832,-37.80172604
justjacky,justjacky,"HOT TOFFEE 🙊🙈 📷: littlebuddhahair @ Collingwood, Victoria, Australia https://t.co/5Z5bzmxGVe",144.98371832,-37.80172604
feeltheboardgame,rafamsilva,"Yesterday was a busy night. Everything started with a dozen coronas, chorizo in the shitake and… https://t.co/zmhjzTPLkc",144.98371832,-37.80172604
mrpizzza,david_doh,Bath tub gin and tonic 😋🥃  Definitely recommend nobleexperimentmelb if you’re looking for some… https://t.co/PwBwzCUJMn,144.98371832,-37.80172604
mrpizzza,david_doh,We asked the bartender to surprise us with a cocktail and this is what he served us.. half the… https://t.co/2CJm0dPD2u,144.98371832,-37.80172604
sukhisandhu188,SukhpreetSandh5,"#spaandsauna 💙 @ Collingwood, Victoria, Australia https://t.co/rwIPNT2DK2",144.98371832,-37.80172604
_tomzao,_tomzao,"📣🧠 @ Collingwood, Victoria, Australia https://t.co/uP5hQt8aGz",144.98371832,-37.80172604
juliexjapan,juliexjapan,Cute finds while walking around Melbourne. I want my mailbox to be that cute too! 😱 Few days til… https://t.co/fGY0U3Ss20,144.98371832,-37.80172604
